patch_id,dataset_class,subset,split,region_role,mountain_id,mountain_name,mountain_name_zh,mountain_name_en,block_id,block_group_id,request_id,processing_unit_id,processing_crs,utm_zone,row_off,col_off,height,width,stride,patch_size,hr_resolution_m,bbox_west,bbox_south,bbox_east,bbox_north,center_lon,center_lat,nodata_ratio,patch_block_coverage,status,warning,hr_path,lr_x2_path,lr_x4_path,lr_x6_path
core_train_001371,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,4777,96,96,96,96,30,93.52032959249536,28.25397999837565,93.5498222352176,28.28009144054101,93.53507413242689,28.26703648938833,0.0,1.0,sampled,,main/train/hr/core_train_001371.tif,main/train/lr/x2/core_train_001371.tif,main/train/lr/x4/core_train_001371.tif,main/train/lr/x6/core_train_001371.tif
core_train_001372,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,4969,96,96,96,96,30,93.57904784266152,28.253731251542444,93.60855437226652,28.279855048611743,93.59379932612846,28.266793916571302,0.0,1.0,sampled,,main/train/hr/core_train_001372.tif,main/train/lr/x2/core_train_001372.tif,main/train/lr/x4/core_train_001372.tif,main/train/lr/x6/core_train_001372.tif
core_train_001373,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,5065,96,96,96,96,30,93.60840669238218,28.253597420354264,93.63792015093092,28.279727384405643,93.62316164037168,28.26666316715555,0.0,1.0,sampled,,main/train/hr/core_train_001373.tif,main/train/lr/x2/core_train_001373.tif,main/train/lr/x4/core_train_001373.tif,main/train/lr/x6/core_train_001373.tif
core_train_001374,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,5257,96,96,96,96,30,93.66712379377137,28.253310843233304,93.69665108116548,28.27945312027252,93.6818856562923,28.26638274308982,0.0,1.0,sampled,,main/train/hr/core_train_001374.tif,main/train/lr/x2/core_train_001374.tif,main/train/lr/x4/core_train_001374.tif,main/train/lr/x6/core_train_001374.tif
core_train_001375,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,5449,96,96,96,96,30,93.72584003465948,28.252999047605385,93.7553811121136,28.27915360961541,93.7406087923289,28.26607708650672,0.0,1.0,sampled,,main/train/hr/core_train_001375.tif,main/train/lr/x2/core_train_001375.tif,main/train/lr/x4/core_train_001375.tif,main/train/lr/x6/core_train_001375.tif
core_train_001376,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,5545,96,96,96,96,30,93.75519780875533,28.2528336933117,93.7847457666716,28.27899438728256,93.76997000671874,28.265914796472448,0.0,1.0,sampled,,main/train/hr/core_train_001376.tif,main/train/lr/x2/core_train_001376.tif,main/train/lr/x4/core_train_001376.tif,main/train/lr/x6/core_train_001376.tif
core_train_001377,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,5641,96,96,96,96,30,93.7845553393344,28.252662034958792,93.81411016798856,28.27882885386441,93.79933097273212,28.265746198865457,0.0,1.0,sampled,,main/train/hr/core_train_001377.tif,main/train/lr/x2/core_train_001377.tif,main/train/lr/x4/core_train_001377.tif,main/train/lr/x6/core_train_001377.tif
core_train_001378,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,5737,96,96,96,96,30,93.81391261693388,28.25248407275149,93.84347430659231,28.278657009558582,93.82869168090151,28.26557129388696,0.0,1.0,sampled,,main/train/hr/core_train_001378.tif,main/train/lr/x2/core_train_001378.tif,main/train/lr/x4/core_train_001378.tif,main/train/lr/x6/core_train_001378.tif
core_train_001379,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,5833,96,96,96,96,30,93.84326963209134,28.252299806902126,93.87283817301122,28.27847885457017,93.85805212175995,28.26539008174567,0.0,1.0,sampled,,main/train/hr/core_train_001379.tif,main/train/lr/x2/core_train_001379.tif,main/train/lr/x4/core_train_001379.tif,main/train/lr/x6/core_train_001379.tif
core_train_001380,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,5929,96,96,96,96,30,93.87262637534496,28.2521092376306,93.9022017577742,28.27829438911184,93.88741228584094,28.26520256265789,0.0,1.0,sampled,,main/train/hr/core_train_001380.tif,main/train/lr/x2/core_train_001380.tif,main/train/lr/x4/core_train_001380.tif,main/train/lr/x6/core_train_001380.tif
core_train_001381,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,6025,96,96,96,96,30,93.90198283723338,28.2519123651643,93.93156505141069,28.27810361340376,93.91677216367852,28.26500873684738,0.0,1.0,sampled,,main/train/hr/core_train_001381.tif,main/train/lr/x2/core_train_001381.tif,main/train/lr/x4/core_train_001381.tif,main/train/lr/x6/core_train_001381.tif
core_train_001382,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,768,6121,96,96,96,96,30,93.9313390082958,28.251709189738115,93.96092804445064,28.277906527673643,93.9461317458073,28.264808604545465,0.0,1.0,sampled,,main/train/hr/core_train_001382.tif,main/train/lr/x2/core_train_001382.tif,main/train/lr/x4/core_train_001382.tif,main/train/lr/x6/core_train_001382.tif
core_train_001383,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,2185,96,96,96,96,30,92.72759841109117,28.22881644953604,92.75701775130968,28.2548692126345,92.74230986057484,28.241843616358977,0.0,1.0,sampled,,main/train/hr/core_train_001383.tif,main/train/lr/x2/core_train_001383.tif,main/train/lr/x4/core_train_001383.tif,main/train/lr/x6/core_train_001383.tif
core_train_001384,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,2377,96,96,96,96,30,92.78631933139182,28.228920746735955,92.815724583678,28.25496100985473,92.80102373694731,28.24194166699173,0.0,1.0,sampled,,main/train/hr/core_train_001384.tif,main/train/lr/x2/core_train_001384.tif,main/train/lr/x4/core_train_001384.tif,main/train/lr/x6/core_train_001384.tif
core_train_001385,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,2473,96,96,96,96,30,92.81567989964688,28.228963445787738,92.84507809366691,28.25499744859336,92.83038077608464,28.241981237597503,0.0,1.0,sampled,,main/train/hr/core_train_001385.tif,main/train/lr/x2/core_train_001385.tif,main/train/lr/x4/core_train_001385.tif,main/train/lr/x6/core_train_001385.tif
core_train_001386,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,2569,96,96,96,96,30,92.84504052734675,28.2289998450703,92.8744316535802,28.255027580690506,92.8597378699041,28.2420145049974,0.0,1.0,sampled,,main/train/hr/core_train_001386.tif,main/train/lr/x2/core_train_001386.tif,main/train/lr/x4/core_train_001386.tif,main/train/lr/x6/core_train_001386.tif
core_train_001387,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,2665,96,96,96,96,30,92.87440120502256,28.229029944540223,92.9037852539586,28.255051406110177,92.88909500894164,28.242041469151715,0.0,1.0,sampled,,main/train/hr/core_train_001387.tif,main/train/lr/x2/core_train_001387.tif,main/train/lr/x4/core_train_001387.tif,main/train/lr/x6/core_train_001387.tif
core_train_001388,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,2761,96,96,96,96,30,92.90376192320528,28.22905374416159,92.93313888534284,28.255068924823963,92.91845218373317,28.24206213002828,0.0,1.0,sampled,,main/train/hr/core_train_001388.tif,main/train/lr/x2/core_train_001388.tif,main/train/lr/x4/core_train_001388.tif,main/train/lr/x6/core_train_001388.tif
core_train_001389,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,2857,96,96,96,96,30,92.93312267242588,28.22907124390599,92.96249253827354,28.255080136810943,92.94780938481432,28.24207648760244,0.0,1.0,sampled,,main/train/hr/core_train_001389.tif,main/train/lr/x2/core_train_001389.tif,main/train/lr/x4/core_train_001389.tif,main/train/lr/x6/core_train_001389.tif
core_train_001390,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,2953,96,96,96,96,30,92.96248344321516,28.22908244375256,92.99184620329127,28.255085042057747,92.97716660272098,28.242084541857054,0.0,1.0,sampled,,main/train/hr/core_train_001390.tif,main/train/lr/x2/core_train_001390.tif,main/train/lr/x4/core_train_001390.tif,main/train/lr/x6/core_train_001390.tif
core_train_001391,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,3049,96,96,96,96,30,92.99184422610398,28.229085943706227,93.02120501162314,28.255085042057747,93.00652382798876,28.24208629278251,0.0,1.0,sampled,,main/train/hr/core_train_001391.tif,main/train/lr/x2/core_train_001391.tif,main/train/lr/x4/core_train_001391.tif,main/train/lr/x6/core_train_001391.tif
core_train_001392,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,3145,96,96,96,96,30,93.02119987093666,28.22907824380917,93.05056579030344,28.255083640558507,93.03588105115335,28.24208174037672,0.0,1.0,sampled,,main/train/hr/core_train_001392.tif,main/train/lr/x2/core_train_001392.tif,main/train/lr/x4/core_train_001392.tif,main/train/lr/x6/core_train_001392.tif
core_train_001393,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,3241,96,96,96,96,30,93.05055353175024,28.229064244005908,93.07992655267566,28.255075932314902,93.06523826275046,28.242070884645123,0.0,1.0,sampled,,main/train/hr/core_train_001393.tif,main/train/lr/x2/core_train_001393.tif,main/train/lr/x4/core_train_001393.tif,main/train/lr/x6/core_train_001393.tif
core_train_001394,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,3337,96,96,96,96,30,93.07990717627254,28.229043944313165,93.10928728927068,28.255061917336125,93.09459545331578,28.242053725600663,0.0,1.0,sampled,,main/train/hr/core_train_001394.tif,main/train/lr/x2/core_train_001394.tif,main/train/lr/x4/core_train_001394.tif,main/train/lr/x6/core_train_001394.tif
core_train_001395,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,3433,96,96,96,96,30,93.10926079504424,28.22901734475516,93.13864799061932,28.25504159563891,93.12395261338504,28.24203026326383,0.0,1.0,sampled,,main/train/hr/core_train_001395.tif,main/train/lr/x2/core_train_001395.tif,main/train/lr/x4/core_train_001395.tif,main/train/lr/x6/core_train_001395.tif
core_train_001396,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,3625,96,96,96,96,30,93.1679679174984,28.228945246177823,93.19736924970157,28.254982032193723,93.18266680417877,28.24196442883254,0.0,1.0,sampled,,main/train/hr/core_train_001396.tif,main/train/lr/x2/core_train_001396.tif,main/train/lr/x4/core_train_001396.tif,main/train/lr/x6/core_train_001396.tif
core_train_001397,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,3721,96,96,96,96,30,93.19732140226245,28.228899747244515,93.22672978849734,28.254942790516832,93.21202381597509,28.241922056816648,0.0,1.0,sampled,,main/train/hr/core_train_001397.tif,main/train/lr/x2/core_train_001397.tif,main/train/lr/x4/core_train_001397.tif,main/train/lr/x6/core_train_001397.tif
core_train_001398,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,3817,96,96,96,96,30,93.22667482343896,28.228847948618,93.25609025417118,28.254897242263688,93.24138075941912,28.2418733816655,0.0,1.0,sampled,,main/train/hr/core_train_001398.tif,main/train/lr/x2/core_train_001398.tif,main/train/lr/x4/core_train_001398.tif,main/train/lr/x6/core_train_001398.tif
core_train_001399,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,4009,96,96,96,96,30,93.28538143719378,28.228725452540047,93.31481092827902,28.25478722625362,93.30009440339548,28.241757122197324,0.0,1.0,sampled,,main/train/hr/core_train_001399.tif,main/train/lr/x2/core_train_001399.tif,main/train/lr/x4/core_train_001399.tif,main/train/lr/x6/core_train_001399.tif
core_train_001400,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,4105,96,96,96,96,30,93.3147346108546,28.228654755234768,93.3441711177763,28.254722758628,93.32945108500073,28.241689538019028,0.0,1.0,sampled,,main/train/hr/core_train_001400.tif,main/train/lr/x2/core_train_001400.tif,main/train/lr/x4/core_train_001400.tif,main/train/lr/x6/core_train_001400.tif
core_train_001401,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,4201,96,96,96,96,30,93.344087683093,28.2285777585286,93.3735311962784,28.254651984688746,93.3588076603996,28.24161565098296,0.0,1.0,sampled,,main/train/hr/core_train_001401.tif,main/train/lr/x2/core_train_001401.tif,main/train/lr/x4/core_train_001401.tif,main/train/lr/x6/core_train_001401.tif
core_train_001402,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,4297,96,96,96,96,30,93.3734406444507,28.22849446251339,93.40289115431744,28.25457490452031,93.38816412012903,28.241535461177275,0.0,1.0,sampled,,main/train/hr/core_train_001402.tif,main/train/lr/x2/core_train_001402.tif,main/train/lr/x4/core_train_001402.tif,main/train/lr/x6/core_train_001402.tif
core_train_001403,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,4489,96,96,96,96,30,93.432146196692,28.228308972960903,93.46161067113631,28.254401825871447,93.4468766547286,28.24135617364737,0.0,1.0,sampled,,main/train/hr/core_train_001403.tif,main/train/lr/x2/core_train_001403.tif,main/train/lr/x4/core_train_001403.tif,main/train/lr/x6/core_train_001403.tif
core_train_001404,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,4585,96,96,96,96,30,93.4614987686602,28.22820677964494,93.49097021098176,28.254305827597577,93.4762327106738,28.241257076137096,0.0,1.0,sampled,,main/train/hr/core_train_001404.tif,main/train/lr/x2/core_train_001404.tif,main/train/lr/x4/core_train_001404.tif,main/train/lr/x6/core_train_001404.tif
core_train_001405,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,4777,96,96,96,96,30,93.52020345700517,28.22798349654317,93.54968880621064,28.254094913723826,93.53494435254484,28.241039974217152,0.0,1.0,sampled,,main/train/hr/core_train_001405.tif,main/train/lr/x2/core_train_001405.tif,main/train/lr/x4/core_train_001405.tif,main/train/lr/x6/core_train_001405.tif
core_train_001406,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,4873,96,96,96,96,30,93.54955555446824,28.227862407023785,93.57904784266152,28.25397999837565,93.56429991954752,28.24092197006653,0.0,1.0,sampled,,main/train/hr/core_train_001406.tif,main/train/lr/x2/core_train_001406.tif,main/train/lr/x4/core_train_001406.tif,main/train/lr/x6/core_train_001406.tif
core_train_001407,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,5065,96,96,96,96,30,93.60825920869355,28.227601332770263,93.63776534590714,28.253731251542444,93.62301049838176,28.240667056088053,0.0,1.0,sampled,,main/train/hr/core_train_001407.tif,main/train/lr/x2/core_train_001407.tif,main/train/lr/x4/core_train_001407.tif,main/train/lr/x6/core_train_001407.tif
core_train_001408,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,5161,96,96,96,96,30,93.63761074654415,28.227461348347617,93.66712379377137,28.253597420354264,93.6523654912922,28.24053014656436,0.0,1.0,sampled,,main/train/hr/core_train_001408.tif,main/train/lr/x2/core_train_001408.tif,main/train/lr/x4/core_train_001408.tif,main/train/lr/x6/core_train_001408.tif
core_train_001409,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,5257,96,96,96,96,30,93.66696207894614,28.227315065947867,93.69648202651024,28.25345728419547,93.68172027391812,28.240386935566324,0.0,1.0,sampled,,main/train/hr/core_train_001409.tif,main/train/lr/x2/core_train_001409.tif,main/train/lr/x4/core_train_001409.tif,main/train/lr/x6/core_train_001409.tif
core_train_001410,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,5353,96,96,96,96,30,93.69631319644468,28.227162485745524,93.72584003465948,28.253310843233304,93.71107483679992,28.24023742326484,0.0,1.0,sampled,,main/train/hr/core_train_001410.tif,main/train/lr/x2/core_train_001410.tif,main/train/lr/x4/core_train_001410.tif,main/train/lr/x6/core_train_001410.tif
core_train_001411,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,5449,96,96,96,96,30,93.72566408958528,28.22700360792261,93.75519780875533,28.253158097642515,93.74042917047848,28.24008160983829,0.0,1.0,sampled,,main/train/hr/core_train_001411.tif,main/train/lr/x2/core_train_001411.tif,main/train/lr/x4/core_train_001411.tif,main/train/lr/x6/core_train_001411.tif
core_train_001412,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,5545,96,96,96,96,30,93.75501474891388,28.22683843266868,93.7845553393344,28.252999047605385,93.76978326549512,28.239919495472574,0.0,1.0,sampled,,main/train/hr/core_train_001412.tif,main/train/lr/x2/core_train_001412.tif,main/train/lr/x4/core_train_001412.tif,main/train/lr/x6/core_train_001412.tif
core_train_001413,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,5737,96,96,96,96,30,93.81371532832124,28.22648919066336,93.84326963209134,28.252662034958792,93.8284907017102,28.23957636470487,0.0,1.0,sampled,,main/train/hr/core_train_001413.tif,main/train/lr/x2/core_train_001413.tif,main/train/lr/x4/core_train_001413.tif,main/train/lr/x6/core_train_001413.tif
core_train_001414,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,5833,96,96,96,96,30,93.8430652294943,28.2263051243286,93.87262637534496,28.25248407275149,93.85784402399364,28.239395348712257,0.0,1.0,sampled,,main/train/hr/core_train_001414.tif,main/train/lr/x2/core_train_001414.tif,main/train/lr/x4/core_train_001414.tif,main/train/lr/x6/core_train_001414.tif
core_train_001415,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,864,6121,96,96,96,96,30,93.93111326546727,28.22571514665312,93.96069487907208,28.2519123651643,93.94590229406865,28.23881450091348,0.0,1.0,sampled,,main/train/hr/core_train_001415.tif,main/train/lr/x2/core_train_001415.tif,main/train/lr/x4/core_train_001415.tif,main/train/lr/x6/core_train_001415.tif
core_train_001416,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,960,2185,96,96,96,96,30,92.72766444784816,28.20281894579314,92.75707659226757,28.2288717479659,92.7423722970676,28.215846131299536,0.0,1.0,sampled,,main/train/hr/core_train_001416.tif,main/train/lr/x2/core_train_001416.tif,main/train/lr/x4/core_train_001416.tif,main/train/lr/x6/core_train_001416.tif
core_train_001417,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,960,2281,96,96,96,96,30,92.75701775130968,28.20287418430913,92.78642286591082,28.228920746735955,92.77172208564016,28.21589825165335,0.0,1.0,sampled,,main/train/hr/core_train_001417.tif,main/train/lr/x2/core_train_001417.tif,main/train/lr/x4/core_train_001417.tif,main/train/lr/x6/core_train_001417.tif
core_train_001418,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,960,2377,96,96,96,96,30,92.78637113307258,28.20292312999073,92.81576920832562,28.228963445787738,92.80107194774676,28.21594407573031,0.0,1.0,sampled,,main/train/hr/core_train_001418.tif,main/train/lr/x2/core_train_001418.tif,main/train/lr/x4/core_train_001418.tif,main/train/lr/x6/core_train_001418.tif
core_train_001419,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,960,2473,96,96,96,96,30,92.815724583678,28.202965782779543,92.84511561006268,28.2289998450703,92.83042187393332,28.21598360347576,0.0,1.0,sampled,,main/train/hr/core_train_001419.tif,main/train/lr/x2/core_train_001419.tif,main/train/lr/x4/core_train_001419.tif,main/train/lr/x6/core_train_001419.tif
core_train_001420,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,960,2665,96,96,96,96,30,92.8744316535802,28.203032209482817,92.90380855370606,28.22905374416159,92.88912188072938,28.21604376979097,0.0,1.0,sampled,,main/train/hr/core_train_001420.tif,main/train/lr/x2/core_train_001420.tif,main/train/lr/x4/core_train_001420.tif,main/train/lr/x6/core_train_001420.tif
core_train_001421,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,960,2857,96,96,96,96,30,92.93313888534284,28.20307346410204,92.96250162124484,28.22908244375256,92.94782203039364,28.216078750311905,0.0,1.0,sampled,,main/train/hr/core_train_001421.tif,main/train/lr/x2/core_train_001421.tif,main/train/lr/x4/core_train_001421.tif,main/train/lr/x6/core_train_001421.tif
core_train_001422,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,960,3049,96,96,96,96,30,92.99184620329127,28.2030881479755,93.02119987093666,28.229087343687915,93.00652224729023,28.21608854487161,0.0,1.0,sampled,,main/train/hr/core_train_001422.tif,main/train/lr/x2/core_train_001422.tif,main/train/lr/x4/core_train_001422.tif,main/train/lr/x6/core_train_001422.tif
core_train_001423,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,960,3145,96,96,96,96,30,93.021194737082,28.203080456421034,93.05055353175024,28.229085943706227,93.03587235731428,28.216083997396712,0.0,1.0,sampled,,main/train/hr/core_train_001423.tif,main/train/lr/x2/core_train_001423.tif,main/train/lr/x4/core_train_001423.tif,main/train/lr/x6/core_train_001423.tif
core_train_001424,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,960,3241,96,96,96,96,30,93.05054128948824,28.203066471786123,93.07990717627254,28.22907824380917,93.06522245578276,28.216073153423363,0.0,1.0,sampled,,main/train/hr/core_train_001424.tif,main/train/lr/x2/core_train_001424.tif,main/train/lr/x4/core_train_001424.tif,main/train/lr/x6/core_train_001424.tif
core_train_001425,core,core_train,train,core_train,C01,喜马拉雅中东段,喜马拉雅中东段,Central-Eastern Himalaya,GM_DEMSR_0004,C01_G02,req0011,req0011_partp2,EPSG:32646,46,960,3337,96,96,96,96,30,93.07988782562006,28.20304619408746,93.10926079504424,28.229064244005908,93.09457253324116,28.216056012964508,0.0,1.0,sampled,,main/train/hr/core_train_001425.tif,main/train/lr/x2/core_train_001425.tif,main/train/lr/x4/core_train_001425.tif,main/train/lr/x6/core_train_001425.tif
